-1.400000000000000000e+01,-6.053211680469132716e-01,-1.281423133313157603e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.300000000000000000e+01,-5.225806796744260074e-01,-1.001277274233674797e-01,5.449721823592241776e-01,2.381560951251150193e+00,7.650596392601122231e-01,-7.466458569972315162e-01,6.428908437154788880e-01,-2.148541850375386808e+00,-5.345832192686613554e-02,1.897523169560611234e-01
-1.200000000000000000e+01,-4.390568483018703061e-01,-7.473107461447962840e-02,5.181258114984206298e-01,2.403269337056781030e+00,6.898085056816725125e-01,-7.915378885698050038e-01,6.009080429888554731e-01,-2.163030507244414036e+00,-5.119606940119506705e-02,1.971923524559423546e-01
-1.100000000000000000e+01,-3.548008286989772220e-01,-5.197000889373869226e-02,4.896018995985442213e-01,2.423527640484333112e+00,6.140512603192334051e-01,-8.427618784961022902e-01,5.598072435052848794e-01,-2.177539919560367743e+00,-4.880101610577736171e-02,2.060582667274697966e-01
-1.000000000000000000e+01,-2.698627009437061797e-01,-3.186220954011390744e-02,4.590562150314726475e-01,2.442350377871135070e+00,5.376146516376447693e-01,-9.073769295349902730e-01,5.186561676415841760e-01,-2.201955158187685946e+00,-4.622786955240455048e-02,2.169275939392522889e-01
-9.000000000000000000e+00,-1.842926063742613696e-01,-1.443742578158179087e-02,4.257946452004630622e-01,2.459845706761561779e+00,4.594409699696410110e-01,-9.983706417615250128e-01,4.837523389731600010e-01,-2.277066870388138931e+00,-4.386292486276243546e-02,2.285414276343241402e-01
-8.000000000000000000e+00,-9.813307424756138875e-02,2.128210379926040452e-04,3.906317073871311552e-01,2.476052243780457296e+00,3.800112332291543105e-01,-1.016317290223367698e+00,4.448138327320719232e-01,-2.273921812676964471e+00,-4.328511615406217816e-02,2.319395770725868333e-01
-7.000000000000000000e+00,-1.143154995281228659e-02,1.209236307606951014e-02,3.539378434856493283e-01,2.490933106894017257e+00,3.010821765674038808e-01,-1.086086245358985236e+00,4.077968191868124315e-01,-2.248380014990268627e+00,-4.095381270554294961e-02,2.489543375686018578e-01
-6.000000000000000000e+00,7.576686240136847050e-02,2.123232223868106935e-02,1.064197054417661825e-01,2.541466123014644474e+00,2.218675903869777866e-01,-1.309565841749201809e+01,2.487531730591674428e+00,-2.290281449023481741e+00,2.088457914761581158e-01,2.632130072144127197e+00
-5.000000000000000000e+00,1.659962567451908344e-01,2.758164289894503990e-02,-4.228769416071324061e-01,2.640241126558673379e+00,1.401264913647466415e-01,-1.723080556883543579e+01,3.171859093870944335e+00,-2.393138537711302583e+00,2.533294248328383236e-01,3.264281370015267303e+00
-4.000000000000000000e+00,2.600904652214210966e-01,3.101499681300999567e-02,-7.314354898909164460e-01,2.698119080844493922e+00,5.661279022695098195e-02,-4.482969805090200599e-01,1.443034135576750920e-01,-2.391844069001291206e+00,1.373379173786488661e-01,8.542787659698344860e-02
-3.000000000000000000e+00,3.543605030316687721e-01,3.153396125174968978e-02,-7.471384263990566987e-01,2.702271138617352797e+00,-2.696199100737559778e-02,-4.514150073693639076e-01,9.359197312162814697e-02,-2.396638169454778033e+00,1.373565514044713942e-01,8.881275268430603720e-02
-2.000000000000000000e+00,4.487445798233766769e-01,2.913269474912276794e-02,-7.629458908183516241e-01,2.704657511729665398e+00,-1.106858185886077789e-01,-4.542859886594926566e-01,4.313713455739355551e-02,-2.400383795630824935e+00,1.372713700468140008e-01,9.216088742634664932e-02
-1.000000000000000000e+00,5.431812179055880430e-01,2.380663337320429451e-02,-7.789870046419675731e-01,2.705305981986998454e+00,-1.945219079972199394e-01,-4.648021321226649127e-01,-5.982525672451900409e-03,-2.403070298364072599e+00,1.369955699044561881e-01,9.705111237655704437e-02
0.000000000000000000e+00,6.376105664616628088e-01,1.555250370187086055e-02,-7.971366926881168213e-01,2.704487943433409036e+00,-2.783839695855033214e-01,-5.750983924007269099e-01,-4.088763092721221099e-02,-2.401871891910736689e+00,1.348135695463461015e-01,1.220137529661577264e-01
1.000000000000000000e+00,7.319900946792006202e-01,4.371765957049149678e-03,-8.498353532829275858e-01,2.707131948923803488e+00,-3.621691930570706819e-01,-2.444312445674314827e+00,1.923779865362204855e-01,-2.398667798570519594e+00,8.976084359761885012e-02,5.023155825054662627e-01
2.000000000000000000e+00,8.266040296402681342e-01,-9.731675770676625342e-03,-8.787673825756993073e-01,2.704372952531323815e+00,-4.464033038164050282e-01,7.866292744496293787e-01,-3.504568355171154281e-01,-2.427591238976855248e+00,1.848114834915201843e-01,-1.353383486799959179e-01
3.000000000000000000e+00,9.207909435734082937e-01,-2.679306381645819510e-02,-8.166285508826102157e-01,2.685986477528474303e+00,-5.306323016418255101e-01,2.773663525438132993e+00,-7.030105822689479700e-01,-2.398374849036331469e+00,2.516768471988756750e-01,-5.044667126626642961e-01
4.000000000000000000e+00,1.014121260427934379e+00,-4.677679889501890065e-02,-8.093474472419607268e-01,2.674143439464954142e+00,-6.145218442769172507e-01,-2.356487016631578335e+00,2.445448461644819660e-02,-2.408141889237202626e+00,3.898326764623417234e-02,4.888790805303216969e-01
5.000000000000000000e+00,1.107481374330484769e+00,-6.969478184869851156e-02,-8.728924540963571843e-01,2.653696301577300520e+00,-6.970738404531335863e-01,-1.284373685255221664e+00,-1.195989188701039430e+00,-2.321739082040104929e+00,8.086805716827084878e-02,3.182546094123752667e-01
6.000000000000000000e+00,1.199384211670015521e+00,-9.544173347673419461e-02,-1.200357929624064734e+00,1.494969193406226360e+00,-6.779246648724337465e-01,-1.747801599872697409e+01,-6.519418371690032643e+01,3.418906023969183305e+00,-2.040738126400577501e-01,1.335344581481214821e+00
7.000000000000000000e+00,1.211849912893774972e+00,-1.170228517787109679e-01,-1.510139965953041896e+00,3.410900328159849337e-01,-6.327371386801965425e-01,-2.711872518917600727e-01,-9.182222530186612275e-01,-8.298514865171262578e-01,6.258925494313656301e-01,8.559388087782660026e-01
8.000000000000000000e+00,1.223196788143513292e+00,-1.396151189552037875e-01,-1.517137532739117223e+00,3.112374769408747799e-01,-6.526600343756497891e-01,-1.297437918112772648e-01,-7.922032063036191785e-01,-3.116463525116965338e-01,3.160500136020104045e-01,1.011555975203085378e+00
9.000000000000000000e+00,1.233578387806647747e+00,-1.625871177628488151e-01,-1.520594135940788849e+00,2.848031743075498112e-01,-6.622258863161057940e-01,-6.830498309591227779e-02,-7.223707689574613289e-01,-2.364365911234669604e-01,2.879647337943160301e-01,1.024248389730530340e+00
1.000000000000000000e+01,1.243079800590705553e+00,-1.858472073878186248e-01,-1.522295657809156877e+00,2.605210375076503770e-01,-6.699240882527814911e-01,-2.918503871077388762e-02,-6.688931872360780462e-01,-2.046378896874822273e-01,2.911406928913994885e-01,1.022951056020591665e+00
1.100000000000000000e+01,1.251766187307528311e+00,-2.093566420765772262e-01,-1.522737051532181862e+00,2.379255058663560518e-01,-6.766584801966530893e-01,3.895041277893022524e-03,-6.257354116643971675e-01,-1.812143462832665752e-01,2.985666347652402020e-01,1.020207280863647314e+00
1.200000000000000000e+01,1.259690134398069539e+00,-2.330868809517084028e-01,-1.522122852111867486e+00,2.166930443402670659e-01,-6.827086750929777237e-01,3.129599328549050735e-02,-5.907950224544000761e-01,-1.654362865077219080e-01,3.110049585203965017e-01,1.016053904243651385e+00
1.300000000000000000e+01,1.266894215667159207e+00,-2.570186989257798871e-01,-1.520583809250336316e+00,1.965757997296235515e-01,-6.882297691417521568e-01,5.688466716997882255e-02,-5.618381891677741713e-01,-1.508991007818493435e-01,3.225806607745481669e-01,1.012569325684845589e+00
1.400000000000000000e+01,1.273413714138161179e+00,-2.811343828787645771e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
